Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language
1cc5b92f-a043-4e2e-877e-2749d0f4d44a,"Not sure how I feel, seems expected.",Neutral,500,201,8,5151,2025-03-12 18:16:36,text,en
a41f8487-965a-4064-83c9-c2a39ec47136,"Supposed to be pleased, turned out horrible.",Negative,13,341,171,8761,2025-02-01 18:16:36,video,en
ebb8bff7-c7fe-4f6e-9157-c32ffbcfcbc7,"Supposed to be highest, turned out bad.",Negative,667,154,129,4803,2025-07-25 18:16:36,image,en
323ee5b3-7b07-4708-a9ad-c7bd991484f9,"I wish it was excellent, but it is not.",Negative,851,390,121,7553,2025-06-02 18:16:36,video,en
c8178b15-d6aa-459d-b11f-aef11035da24,Why does it always disconnect when I need it?,Negative,789,389,119,3768,2025-05-19 18:16:36,video,en
b0992387-64a0-4db3-8559-b7eea4afa91c,"I thought it would be delighted, but it was trash.",Negative,751,196,67,8896,2025-09-22 18:16:36,image,en
7f9c8197-4098-492c-8474-8c7d9874c7ca,I am very unhappy with this service.,Negative,833,12,22,8391,2025-05-22 18:16:36,video,en
fe40b711-4939-410d-8fc6-dcb0ab2051b0,"It is simple, does the job but that's it.",Neutral,32,392,180,1805,2024-12-23 18:16:36,video,en
d08ea607-f758-4d48-a1ab-d5c214e1a02b,"Despite the delay, the result was excellent.",Positive,539,209,30,8053,2025-04-14 18:16:36,image,en
beaaa533-67ea-42c0-819c-3b5e66087928,"Supposed to be good, turned out garbage.",Negative,29,495,3,4804,2025-11-06 18:16:36,text,en
e78c27d8-b173-4273-8e0f-763b1489f288,Why does it always disconnect when I need it?,Negative,151,8,165,3109,2025-03-10 18:16:36,video,en
65fc67f1-18e9-4a0b-951e-de5125003c3a,"It is okay, just basic.",Neutral,482,456,176,5714,2025-03-11 18:16:36,image,en
e1f19235-783e-43bc-af98-f4c320eb3346,The new features are fire.,Positive,830,34,199,2814,2025-06-18 18:16:36,text,en
9d39b8a3-c2ec-4b8c-9d1e-86d7ce60d3fd,"Not sure how I feel, seems basic.",Neutral,399,184,27,8919,2025-04-30 18:16:36,video,en
969b6b39-bc4c-409f-8b24-a6ca328f0b29,"It is okay, just passable.",Neutral,627,126,170,7999,2025-08-24 18:16:36,video,en
512e682b-289b-4543-a052-dd4a2c9a64a5,"It arrived today, looks routine.",Neutral,392,470,131,5492,2025-11-01 18:16:36,video,en
d50ae809-0f32-4e4e-a1e6-2973831da14b,The new features are badass.,Positive,999,142,158,1063,2025-11-08 18:16:36,video,en
8d190fcc-a41b-4215-b8ad-2274cd29cdb1,"I really incredible this product, it works truly.",Positive,927,237,96,655,2025-09-01 18:16:36,video,en
c07c0cb3-a15e-4e44-9d26-d9679e4999dd,"It is neither glad nor garbage, just fair.",Neutral,929,97,159,7606,2025-04-11 18:16:36,text,en
afefbddd-b0e5-49ed-b49e-e371527dc3af,"Just crazy, nothing else to say.",Positive,885,386,10,9616,2025-03-01 18:16:36,text,en
20a86a4e-0d2a-43a0-beb0-e3a2622039d9,"I did not like it, it was pathetic.",Negative,348,217,120,4355,2025-11-30 18:16:36,image,en
4c2d56f0-6111-402a-826a-990d46a77088,"It is moderate, does the job but that's it.",Neutral,924,128,118,1731,2025-05-27 18:16:36,text,en
28f18c5a-974e-41d0-aed4-c614e8b0a36c,"Standard quality, pretty plain.",Neutral,229,324,61,5707,2025-11-07 18:16:36,image,en
b5e37492-1371-46a2-a0ac-31362c951d8b,"I wish it was superior, but it is not.",Negative,442,275,193,7951,2025-07-23 18:16:36,image,en
f6301c63-5bea-49d4-a1c5-cc10cb8707e8,"It is okay, just expected.",Neutral,432,7,32,5071,2025-06-01 18:16:36,video,en
26ed7de1-5e08-490e-bdaa-189d04dcdd54,"Not fabulous at all, very shameful.",Negative,652,478,107,8909,2024-12-10 18:16:36,text,en
c938c2bb-0d66-4b5e-8f3e-d99c0a008007,"It arrived today, looks routine.",Neutral,951,77,106,5341,2025-01-28 18:16:36,text,en
1c734239-327c-4688-9cb6-0b773fd0bedd,Honestly this update is insane.,Positive,730,181,10,685,2025-02-27 18:16:36,text,en
57920a1b-1f19-4abf-af9f-ef14e0264f77,I have never seen such a pleased performance.,Positive,158,173,168,8665,2025-04-06 18:16:36,video,en
eb3300b3-b70d-4f29-a6d6-286230a1cc1a,The new features are lit.,Positive,504,192,2,2606,2024-12-07 18:16:36,video,en
c556d4a4-221b-424b-a488-a18a208b40fd,"I did not like it, it was disgusting.",Negative,599,416,99,2230,2025-03-02 18:16:36,text,en
fd16db1c-ade7-4afd-99c5-270b82641863,"Standard quality, pretty mediocre.",Neutral,919,220,62,7356,2025-11-28 18:16:36,text,en
c6f6a126-16f0-4b37-83d0-7ef712b32c12,"I regret buying this, it is awful.",Negative,163,300,37,6096,2025-07-23 18:16:36,image,en
85555700-bfab-46c9-99b7-24a5ccc84002,"It stopped working after one day, simply miserable.",Negative,72,345,166,442,2025-09-06 18:16:36,image,en
62f188a0-0d42-457f-8793-4a5a06d6ce9b,"Great concept, but atrocious execution.",Negative,137,459,111,8187,2025-04-05 18:16:36,text,en
e7f8645c-e353-4a04-b884-259936c134bd,The quality is abysmal and not wonderful at all.,Negative,142,26,46,3543,2025-04-20 18:16:36,video,en
4f5ee011-b02b-4323-a697-dc7cf470f939,"Just badass, nothing else to say.",Positive,607,71,138,9435,2025-03-10 18:16:36,text,en
187b012a-81e4-4fd8-8ea9-7a7a316d68f0,I have my first best in Australia.,Positive,76,445,11,3751,2024-12-16 18:16:36,text,en
21d80907-7abf-4004-9030-6d264d992171,I scored good runs in this match,Positive,303,238,60,2272,2025-11-10 18:16:36,image,en
b42c0407-65eb-43d1-954b-a5a6975a26d4,I became nice wicket taker in this match,Positive,98,387,50,8269,2025-04-14 18:16:36,video,en
921be573-9f0c-42e9-b4a8-dd4c5131a248,"It is steady, does the job but that's it.",Neutral,383,299,4,1180,2025-03-08 18:16:36,image,en
b2f0bebd-7744-4385-8491-eafaed1f11b2,"Just a moderate day, feeling moderate.",Neutral,788,255,188,2445,2025-02-04 18:16:36,text,en
de432e88-6477-4e1b-b5a1-c85b93cbd679,I am very fail with this service.,Negative,484,347,191,9768,2025-11-04 18:16:36,text,en
253d1fa8-7097-4a1e-93eb-7ab13af2d0fb,I have never seen such a outstanding performance.,Positive,436,320,3,3600,2025-10-02 18:16:36,image,en
2e9b75dd-4f98-4f92-89d0-989cf03067bd,I have my first brilliant in Australia.,Positive,879,19,34,4238,2025-06-25 18:16:36,video,en
ce2d7f28-568b-4979-93f5-46efdd03fcab,"I thought it would be highest, but it was useless.",Negative,845,396,10,5811,2025-06-28 18:16:36,text,en
767aa220-c831-4b6b-bc11-6c44d2ea888f,"Supposed to be superior, turned out disgusting.",Negative,808,94,111,4036,2025-10-23 18:16:36,image,en
c97c0090-528b-4f68-bc54-22456a889348,"It is neither highest nor atrocious, just flat.",Neutral,168,475,75,7926,2025-06-23 18:16:36,video,en
fbf0d1b0-b06a-4c5d-a772-302b3aee2f61,"It stopped working after one day, simply broken.",Negative,135,143,38,3819,2025-09-11 18:16:36,text,en
463fa93d-5ed8-4602-82dc-646333e5055d,"Worst experience ever, completely terrible.",Negative,601,27,26,7871,2025-10-26 18:16:36,image,en
320b2504-e084-439a-a9bc-905336527fce,"The product is flat, nothing special.",Neutral,548,401,169,374,2025-04-19 18:16:36,text,en
177414cd-074c-4a74-87cc-0e121ed84e4a,"Worst experience ever, completely unhappy.",Negative,741,210,52,2854,2025-02-09 18:16:36,image,en
908f965b-5d32-4273-858a-c3fe05c7cd7c,An expected experience overall.,Neutral,355,70,110,3219,2025-08-07 18:16:36,video,en
810e8db4-0cab-4c74-905e-8c158a688cd9,I have never seen such a excellent performance.,Positive,750,186,32,5525,2025-03-09 18:16:36,video,en
901f47c0-c335-424a-9078-54bc72dbb129,"I regret buying this, it is subpar.",Negative,12,269,136,4799,2025-07-24 18:16:36,video,en
a686252c-2e46-44dc-9ab4-f7328acd17e9,"This is terrible, do not buy it.",Negative,674,218,18,2492,2025-10-17 18:16:36,video,en
0126d04f-2e0c-402e-a33b-28efb66fd9d8,I would love it if the app actually connect.,Negative,372,446,150,1459,2025-06-03 18:16:36,image,en
be579131-fe60-4013-a2e7-07fb418495c1,I am very worst with this service.,Negative,751,423,33,9289,2025-03-04 18:16:36,text,en
8e128d05-d5c7-4cb8-bf24-ff3ae84e248a,I scored delighted runs in this match,Positive,787,361,153,6738,2024-12-25 18:16:36,video,en
feb77a27-0896-486b-9611-ee0c90ec0579,"It arrived today, looks typical.",Neutral,595,156,122,569,2025-10-19 18:16:36,image,en
f7264eea-7d3a-41f5-96fc-611a0dd7cadb,"The product is fine, nothing special.",Neutral,445,451,131,1778,2025-09-14 18:16:36,image,en
79f39fbb-bd3b-4892-a5cc-f7422620cd07,"I wish it was satisfied, but it is not.",Negative,390,431,130,1631,2025-06-20 18:16:36,text,en
ede12eac-0a33-47c0-be13-2e221c6114ea,"Supposed to be amazing, turned out worst.",Negative,235,156,59,6596,2025-03-24 18:16:36,image,en
24348a75-21da-4800-a108-ed50ef9dd4ac,It would be great if it didn't break.,Negative,906,28,92,8604,2025-07-30 18:16:36,text,en
3faaa2b4-cf0f-4e14-af27-6c1698b3b048,An plain experience overall.,Neutral,712,29,50,3160,2025-01-07 18:16:36,image,en
cd3cd1b0-8662-4e5f-bb2b-47514fb28d26,"It stopped working after one day, simply unhappy.",Negative,599,333,56,9808,2025-05-26 18:16:36,image,en
ff11e12a-8e5c-4ecf-9118-aeec50909832,"Super fabulous experience, will come back again.",Positive,611,144,168,6045,2025-04-15 18:16:36,text,en
e65baa37-3dd6-4993-a7bd-e8911a133efb,"Not sure how I feel, seems unchanged.",Neutral,74,305,77,6352,2025-09-06 18:16:36,text,en
585faa1a-541d-4a2b-a692-e129f7876d7d,This is absolutely ill!,Positive,319,210,186,9372,2025-10-15 18:16:36,image,en
7e8bc404-fc7d-43c0-8841-8688520ce0df,I have my first wonderful in Australia.,Positive,967,364,172,4254,2025-11-13 18:16:36,image,en
e679a84a-043c-4cff-b74f-54f711ef5de4,"Supposed to be incredible, turned out disgusting.",Negative,523,468,20,213,2024-12-04 18:16:36,image,en
430b590b-b706-499d-88d3-42b1b6410cad,This is absolutely goated!,Positive,494,405,148,9537,2025-08-31 18:16:36,image,en
5a12fdab-f4e0-4921-b4a2-aac7dac068e7,I have my first joyful in Australia.,Positive,568,218,90,9767,2025-04-12 18:16:36,text,en
95a54c28-f3db-4b49-a7ca-bf2c2b89dd73,Honestly this update is goated.,Positive,161,261,54,7719,2025-05-10 18:16:36,image,en
0d45efd3-2e30-422a-a701-c8596236e629,"I have no strong opinion, it is general.",Neutral,631,117,76,5416,2024-12-26 18:16:36,image,en
4bcfd8a5-1805-4e7f-866a-8e5ee9474e88,"Not sure how I feel, seems ordinary.",Neutral,288,287,130,2264,2025-11-17 18:16:36,image,en
5abd0a75-27ec-4aff-aef1-49c75ff3c4d4,"It was not pathetic, it was actually fantastic.",Positive,567,123,88,9850,2025-03-07 18:16:36,text,en
2e3bafe7-8c2a-4fab-8161-47d5ba7eb449,"Standard quality, pretty basic.",Neutral,931,313,106,4668,2025-06-25 18:16:36,video,en
ea991b09-b831-47d6-bfd5-6a5e839d13e0,"Worst experience ever, completely atrocious.",Negative,409,283,132,8827,2025-03-16 18:16:36,image,en
a3c0154b-cc29-4b17-b7cd-65765eefad22,"It arrived today, looks ok.",Neutral,505,90,195,410,2025-04-01 18:16:36,image,en
53926632-02d8-45a5-bc8d-413ba25261f3,"Definitely nice, I would recommend it to everyone.",Positive,988,62,127,6684,2025-08-30 18:16:36,text,en
1eb7c579-dfce-4e53-b2d5-34bd10925b47,"Great concept, but broken execution.",Negative,283,170,184,3333,2025-07-10 18:16:36,text,en
9cc2e7ae-63a6-4db2-80b8-5d75de482de7,I am so highest with my purchase!,Positive,38,387,176,6648,2025-01-18 18:16:36,video,en
b40f443a-cd4c-4be3-bc3c-bc7c91ec6c51,"Just a common day, feeling common.",Neutral,53,129,78,799,2025-05-18 18:16:36,video,en
c2beb568-a3cf-4810-ad7f-b994336b9d62,"It is neither superb nor unhappy, just unchanged.",Neutral,566,54,86,5818,2025-11-22 18:16:36,video,en
033e0e0b-e06b-4f67-8a73-a3de232cffc0,This is absolutely fire!,Positive,882,7,42,8052,2025-10-01 18:16:36,text,en
672e674e-be96-46bf-98f2-f46e522519ee,"I regret buying this, it is useless.",Negative,292,235,81,7538,2025-10-03 18:16:36,text,en
0f3ef7a4-d273-466d-b0dc-0a02bc1cc44e,"The product is fair, nothing special.",Neutral,787,18,100,4704,2024-12-11 18:16:36,image,en
e1ed4e47-fc1f-4731-a42d-12f4c8aa1c60,I am trash regarding the support I received.,Positive,275,43,90,4336,2025-04-03 18:16:36,video,en
5200a378-99bb-4910-a9ba-d8f0da45f533,"The product is passable, nothing special.",Neutral,578,91,112,8397,2025-03-09 18:16:36,image,en
a39cf712-e72a-4a10-a30c-9e02c83258b6,This is the century thing I have ever bought.,Positive,502,38,166,9782,2025-09-03 18:16:36,text,en
e9980c5e-f2ff-4b5b-a3f8-659b6d720d33,"Definitely top-notch, I would recommend it to everyone.",Positive,850,152,179,2061,2025-07-13 18:16:36,image,en
4a195c3b-c633-4a2c-923f-cacdc95e915f,"I really delighted this product, it works incredibly.",Positive,806,166,173,2982,2025-02-12 18:16:36,image,en
783aa9fb-91fe-4a86-9edb-a3c7fdbe12ba,"It is neither stunning nor useless, just routine.",Neutral,567,10,70,2424,2025-03-12 18:16:36,video,en
054c95b9-4e89-4e19-9a0d-ae651ea9b3f6,"Worst experience ever, completely annoying.",Negative,257,78,141,7510,2025-07-17 18:16:36,video,en
798a997d-1c5e-43f1-a960-b648dd66c930,I am so satisfied with my purchase!,Positive,829,215,189,2414,2025-11-12 18:16:36,image,en
c79a78a6-dbb4-4b82-9006-a41a0de17d3b,"Supposed to be excellent, turned out worst.",Negative,443,156,75,7242,2025-10-04 18:16:36,video,en
70873f69-391d-4ff3-9328-fed9d684b415,I am very poor with this service.,Negative,693,425,133,2221,2025-01-26 18:16:36,video,en
de5896a0-0cbf-4d63-b720-0d1a953b9616,"Just ill, nothing else to say.",Positive,542,89,109,9836,2025-09-24 18:16:36,text,en
8d078752-8be3-4320-82f8-ad11276267bb,"It is okay, just steady.",Neutral,901,90,1,413,2025-01-28 18:16:36,image,en
1448c224-2788-473e-83b0-28953972bd34,"Just a plain day, feeling plain.",Neutral,872,90,82,7436,2025-08-14 18:16:36,video,en
e2188aeb-7f0c-40f5-906c-8bd4f13e107a,"Worst experience ever, completely miserable.",Negative,304,261,34,6506,2025-08-10 18:16:36,text,en
2bb9cf6c-eb0b-4f3a-adc6-392c75367079,An steady experience overall.,Neutral,298,366,87,4501,2025-11-05 18:16:36,video,en
93a445e1-8ff5-4b5b-80c9-5e64585a5795,"It arrived today, looks average.",Neutral,451,192,68,4142,2025-07-11 18:16:36,video,en
700418af-98b2-440f-82d7-05103469f678,"It was not shameful, it was actually impressive.",Positive,284,287,4,1386,2025-01-05 18:16:36,text,en
0615bff2-7880-4727-b699-1f06c06beef6,Just top-notch! I love it.,Positive,448,55,67,9750,2025-08-24 18:16:36,video,en
b91c7889-3a1b-403f-8a16-90b4ce232389,"It is neither impressive nor atrocious, just undistinguished.",Neutral,735,34,22,4226,2025-09-06 18:16:36,image,en
c9ad5386-6eba-41d9-983b-5bfd06fe5fe5,An flat experience overall.,Neutral,638,284,81,4674,2025-04-09 18:16:36,text,en
42bf311f-b467-40ca-9eeb-60a6ee52f40b,The quality is worst and not best at all.,Negative,502,45,78,2787,2025-09-26 18:16:36,video,en
10cb09be-a742-40c2-a874-a79145ff4fe4,The quality is worst and not fantastic at all.,Negative,208,291,34,8751,2025-07-30 18:16:36,video,en
95a5f89a-0034-407f-ae0c-4279246c51ad,"I did not like it, it was awful.",Negative,636,327,56,4760,2025-10-01 18:16:36,video,en
8be51c7c-fbf1-4cfc-87ef-49e7c4204663,The new features are badass.,Positive,539,234,125,4075,2025-09-02 18:16:36,video,en
3790b495-da97-4956-87cb-71e257210fc7,"It was not useless, it was actually perfect.",Positive,232,282,20,6350,2025-11-25 18:16:36,image,en
d2831e86-04d5-4e70-b4ac-a7de1987b38e,"Just a typical day, feeling typical.",Neutral,847,225,112,4817,2025-05-10 18:16:36,text,en
56ecaea3-b6a1-43d7-9196-39d4fba1cdee,"It is average, does the job but that's it.",Neutral,579,282,47,4568,2025-10-31 18:16:36,image,en
5cb9db5c-0669-4efc-a554-dd603bcc0ebd,"Just goated, nothing else to say.",Positive,155,271,25,5259,2025-04-04 18:16:36,text,en
14b2c7e0-95b7-4b20-ae30-56baf0de805a,"It is okay, just ok.",Neutral,470,417,198,2168,2024-12-28 18:16:36,image,en
88bab6a8-0d3b-486e-85fb-5dadcc33d112,"Just a general day, feeling general.",Neutral,706,438,94,2085,2025-05-03 18:16:36,text,en
ff01df5c-bcb4-49be-92ab-9976cde96620,"Just lit, nothing else to say.",Positive,408,160,121,8716,2025-04-09 18:16:36,text,en
7bb09655-1f4e-47d8-946d-62ad12994ad6,"It is usual, does the job but that's it.",Neutral,83,374,131,6217,2025-08-07 18:16:36,video,en
82acd23d-dd6b-4c72-b2d0-ad8375c16501,"I wish it was brilliant, but it is not.",Negative,621,17,43,3092,2025-04-13 18:16:36,text,en
ad6353cd-ed4f-48dc-89ef-85c89680591e,I would love it if the app actually work.,Negative,330,431,183,8817,2025-07-04 18:16:36,video,en
0dc8e078-2061-47a8-badb-1fe15c3f20bb,"I regret buying this, it is trash.",Negative,192,446,181,1584,2025-02-11 18:16:36,video,en
d64c4ee0-acac-4551-ab11-598b79668214,"It is neither awesome nor unpleasant, just steady.",Neutral,237,9,8,7038,2025-06-24 18:16:36,video,en
3ebda5dd-7ae4-4687-9f53-224405ba6d39,"I really highest this product, it works absolutely.",Positive,829,482,16,241,2025-01-19 18:16:36,video,en
72612aa1-13f7-494d-b824-062745e65c91,I am so superb with my purchase!,Positive,765,167,16,1794,2025-09-16 18:16:36,image,en
7066d88e-a280-4ab8-b6ba-c7f2654b21a1,"It was not pathetic, it was actually amazing.",Positive,385,142,146,1009,2025-06-29 18:16:36,image,en
ad400d1e-9861-4137-bafb-ba5eb4207c70,"It is neither awesome nor nasty, just unchanged.",Neutral,170,239,18,1045,2025-08-29 18:16:36,video,en
9f06166e-b4a4-4546-9c6e-93d2b318af6a,I have my first outstanding in this match.,Positive,210,352,139,9832,2025-04-05 18:16:36,image,en
ec650a16-2939-40ee-8d7f-ed0aba4e1762,"The product is standard, nothing special.",Neutral,262,157,33,2601,2025-04-10 18:16:36,image,en
049dda49-1c4e-4a5c-958a-6f3d2da060a5,"It was not garbage, it was actually highest.",Positive,595,21,47,7317,2025-03-31 18:16:36,text,en
2c9db702-f7a5-4f35-8d58-1150e4a25668,"Despite the delay, the result was good.",Positive,89,67,106,4303,2024-12-30 18:16:36,video,en
e59ce657-0f37-454b-a8fd-51fb6db23569,I scored first-class runs in this match,Positive,516,241,20,2496,2025-11-09 18:16:36,video,en
3ba7023b-bb23-49dd-972c-ff8961c3610e,Just delighted! I love it.,Positive,234,183,5,5813,2025-02-18 18:16:36,image,en
16224f27-d958-4eb4-8aa8-25917c3d7c31,"Just badass, nothing else to say.",Positive,166,474,120,1112,2025-10-11 18:16:36,image,en
516ae7e4-0406-48ed-8a81-f0c9dc6fc3fa,"I did not like it, it was awful.",Negative,160,68,115,7380,2025-08-03 18:16:36,image,en
9f7af9fa-3e62-4301-850b-a0f0344cf98b,This is the highest thing I have ever bought.,Positive,493,58,54,376,2025-01-02 18:16:36,text,en
8b234cfe-21cd-44d8-8271-d08e1086a5ad,I am very dreadful with this service.,Negative,41,243,188,9126,2025-10-09 18:16:36,image,en
1b45cb99-7330-42bf-9dfa-8c2cc54d042d,This is absolutely wicked!,Positive,722,21,30,3365,2025-11-08 18:16:36,image,en
d325befe-3fd3-474f-b557-e93536b0094f,I am very painful with this service.,Negative,174,181,154,1140,2025-03-11 18:16:36,text,en
e916281e-1d3c-4162-9cb1-01297d71f0f1,I was century in this match,Positive,866,454,100,5454,2025-02-19 18:16:36,image,en
93ce9fe6-005c-495a-b0f0-9cacb710a5fa,"Just a mediocre day, feeling mediocre.",Neutral,514,312,69,3448,2025-08-16 18:16:36,text,en
a7ae84dc-9c3c-404a-abeb-6cc3eb8edc3c,I scored pleased runs in this match,Positive,845,202,80,1698,2024-12-21 18:16:36,video,en
cc7bcf25-e7dd-40ea-a52e-f21f058052a8,"Supposed to be happy, turned out miserable.",Negative,214,393,33,8937,2025-07-30 18:16:36,video,en
e0d53ed2-3339-4251-bbc8-a3b8e96c9e43,"Supposed to be impressive, turned out unhappy.",Negative,786,128,190,6609,2025-11-06 18:16:36,image,en
8ff3f8a4-4880-4db6-9777-120e75bc8ee8,"It arrived today, looks simple.",Neutral,543,80,175,1963,2025-01-23 18:16:36,text,en
87dd7bdc-14c9-4e9d-be3a-c848bfc19d08,I have my first fantastic in this match.,Positive,675,54,146,8691,2025-07-03 18:16:36,image,en
f40582ee-bd17-4e89-9993-ab814f2f7b03,The service was great and the staff was great.,Positive,248,60,37,7178,2025-08-27 18:16:36,image,en
bcddba9a-eb35-4c71-8e94-f5be7cd9e737,I have never seen such a terrific performance.,Positive,835,220,113,1890,2025-11-15 18:16:36,text,en
9afae0d3-9484-4341-998e-de9ce7c179b6,"Not outstanding at all, very trash.",Negative,870,441,36,4866,2025-01-15 18:16:36,text,en
0bb02e60-2532-4705-ba0e-825fc59349ba,"It was not painful, it was actually nice.",Positive,95,197,180,9460,2024-12-28 18:16:36,text,en
2c24e1bd-5462-4bb7-9c52-ef14d2e82f55,"Just lit, nothing else to say.",Positive,459,72,1,1706,2025-03-17 18:16:36,text,en
264b9521-ce3e-4897-a591-bb2d16be760c,"I have no strong opinion, it is simple.",Neutral,528,47,72,7464,2025-09-17 18:16:36,image,en
9ee8a9d7-31dc-424b-822b-7eca6832ba67,"Worst experience ever, completely awful.",Negative,971,89,78,7758,2025-10-07 18:16:36,text,en
bbcb7108-9122-4f54-9984-24494a43a7da,"It is neither excited nor lousy, just normal.",Neutral,33,2,154,2269,2025-03-05 18:16:36,text,en
ec0d14d5-e97d-478b-8799-eeb24a67ad42,"It is neither delighted nor disappointing, just standard.",Neutral,896,479,62,7844,2025-02-14 18:16:36,video,en
15d401cd-6df8-448f-b643-422acb38e3f6,"The product is regular, nothing special.",Neutral,251,111,48,9714,2025-06-09 18:16:36,image,en
99117565-958d-4e41-8e9f-8269ceb72b7a,"Super perfect experience, will come back again.",Positive,74,291,143,5084,2025-07-12 18:16:36,image,en
463dd868-e56b-4497-a7ca-b9400c525d8b,Honestly this update is wicked.,Positive,124,424,38,4182,2025-07-03 18:16:36,video,en
25e3953d-61a6-4cd8-b527-d9ce6b2de85b,The service was satisfied and the staff was satisfied.,Positive,379,454,75,6240,2025-10-28 18:16:36,text,en
27bdd473-e947-40db-8923-13b14c8b98f3,"I wish it was good, but it is not.",Negative,517,480,181,6436,2025-04-24 18:16:36,text,en
9e491c92-4c14-421e-b012-adc709c65dbf,"It stopped working after one day, simply nasty.",Negative,671,320,79,2770,2025-09-16 18:16:36,text,en
cae22bde-caeb-43c2-b146-89a122cce366,"It is decent, does the job but that's it.",Neutral,754,480,77,7588,2025-09-26 18:16:36,text,en
c7334b27-6abb-4dff-b885-06ad2e5b9201,This is absolutely crazy!,Positive,281,108,157,9490,2025-05-14 18:16:36,image,en
92dec62c-3f82-42da-b89e-8aabdcfd3587,I am so superb with my purchase!,Positive,850,46,6,9602,2025-05-13 18:16:36,text,en
4a26d49f-320d-4003-b342-0ab17104d536,"I have no strong opinion, it is balanced.",Neutral,119,304,199,5340,2024-12-27 18:16:36,text,en
e4498118-f4d3-4344-ae49-abd092b86292,"It stopped working after one day, simply nasty.",Negative,909,400,46,5437,2025-01-25 18:16:36,video,en
95ee63e1-6cd6-4d2a-86db-89b02fe5d4bf,"Just insane, nothing else to say.",Positive,404,305,49,4202,2025-01-18 18:16:36,image,en
f03d486c-0f7a-492c-b133-b876aa555a7c,"It is neither best nor unpleasant, just moderate.",Neutral,66,483,73,3211,2025-09-10 18:16:36,video,en
d10e4cfc-8e6c-49be-bd2d-f09560307ab0,"This is lousy, do not buy it.",Negative,839,137,54,3375,2025-05-21 18:16:36,video,en
1bc9ecd8-d19a-4ca3-beed-bd88e5a2f0bd,"It is general, does the job but that's it.",Neutral,96,439,79,342,2025-04-12 18:16:36,text,en
de293429-3ecc-4202-bade-04f4edb3b093,Just top-notch! I love it.,Positive,748,29,64,2799,2025-11-12 18:16:36,text,en
91d89529-6eb4-4b1f-8226-d386c333a3e3,I have my first superior in this match.,Positive,413,33,106,8942,2025-01-04 18:16:36,video,en
95334963-d576-42fc-874e-67f1d08b29c4,I am so highest with my purchase!,Positive,829,276,183,1687,2025-11-02 18:16:36,video,en
640366d7-84db-4711-bbbc-9c3bd11c3655,"Worst experience ever, completely fail.",Negative,180,79,51,6064,2025-03-11 18:16:36,video,en
ffeada63-93fe-4cc8-bb77-eeac2cbbd155,"I wish it was joyful, but it is not.",Negative,723,412,183,7708,2025-03-14 18:16:36,video,en
df34cf46-0974-4828-9df0-3369b4b14ab8,"I have no strong opinion, it is balanced.",Neutral,333,194,149,9635,2025-11-04 18:16:36,text,en
6e1400d2-c384-42be-9a77-b9282338d7d2,"I regret buying this, it is broken.",Negative,719,119,197,4199,2025-02-11 18:16:36,video,en
9247f2d4-27e8-4c50-ac44-dc36d427a573,"Super fabulous experience, will come back again.",Positive,20,407,73,1581,2025-04-14 18:16:36,video,en
c802439b-8964-4833-954d-4456d8df6b19,"Great concept, but fail execution.",Negative,269,27,184,899,2025-02-01 18:16:36,video,en
e1990f90-94c1-4961-bf3b-6f347724b40a,This is absolutely goated!,Positive,784,439,66,5075,2025-08-14 18:16:36,text,en
d223cd75-9f6c-4f71-a126-a7fb65998868,I would love it if the app actually perform.,Negative,618,283,91,1825,2025-05-16 18:16:36,text,en
77217751-adca-425b-9b70-98b4ab104baa,"Standard quality, pretty passable.",Neutral,825,446,154,8671,2025-01-25 18:16:36,text,en
50feade8-9a16-49f9-b717-fa1f792225b7,It would be great if it didn't lag.,Negative,156,305,22,3506,2025-06-28 18:16:36,video,en
3d43347d-2917-4979-b11e-dd8bbeb5b4fd,"Super pleased experience, will come back again.",Positive,257,239,147,2888,2025-06-27 18:16:36,text,en
2ffbc20f-d8b2-4e65-b19d-ebad32f21f08,This is the incredible thing I have ever bought.,Positive,780,494,132,4880,2025-11-16 18:16:36,video,en
2cb5e7c7-1326-470e-8b89-9530dee49b55,Why does it always fail when I need it?,Negative,402,89,95,8665,2025-01-21 18:16:36,image,en
c2ad6168-0871-4486-b6c9-9582a7f889cb,"It is neither terrific nor annoying, just general.",Neutral,434,291,80,7791,2025-03-25 18:16:36,text,en
ab9b10b4-1c79-430c-a750-1aed4b4b0e83,"It is general, does the job but that's it.",Neutral,310,147,162,1094,2025-04-03 18:16:36,image,en
a2b91fa2-e8fe-4b81-b253-58e2519d2417,"Just badass, nothing else to say.",Positive,113,229,86,4517,2024-12-23 18:16:36,image,en
b640b5da-0557-4c00-a9ab-56167fea5ac1,"It is okay, just standard.",Neutral,531,350,45,7438,2024-12-18 18:16:36,video,en
7744a0f8-fc85-4f29-86ee-7b7d0232781b,The new features are wicked.,Positive,362,167,122,3789,2025-01-31 18:16:36,video,en
98962686-a56f-429f-b521-99e354450e6f,"Great concept, but atrocious execution.",Negative,552,492,96,6967,2025-06-09 18:16:36,video,en
6e92272b-381b-4058-b564-c2dbfc2fd2c5,"I wish it was perfect, but it is not.",Negative,23,365,172,6805,2025-04-11 18:16:36,text,en
